,carat,cut,color,clarity,depth,table,price,x,y,z
7993,0.23,Very Good,E,VVS1,63.3,57.0,485,3.88,3.95,2.48
7994,0.41,Premium,J,VS1,62.1,58.0,647,4.75,4.79,2.96
7995,0.3,Good,G,VVS2,63.1,56.0,684,4.2,4.23,2.66
7996,0.8,Premium,F,VS2,59.7,58.0,3285,6.02,5.97,3.58
7997,2.21,Premium,J,SI2,62.7,57.0,13642,8.33,8.25,5.2
7998,0.71,Very Good,G,SI2,63.2,59.0,2107,5.6,5.64,3.55
7999,0.3,Premium,E,VS2,61.9,59.0,844,4.33,4.29,2.67
8000,1.61,Very Good,E,SI1,62.3,57.0,13047,7.43,7.47,4.64
8001,1.1,Ideal,G,SI2,62.1,58.0,5361,6.61,6.63,4.11
8002,1.5,Ideal,D,SI2,63.0,56.0,10122,7.3,7.25,4.58
8003,1.01,Good,H,SI2,63.0,61.0,4865,6.32,6.29,3.97
8004,0.33,Very Good,G,VS1,61.6,57.0,621,4.42,4.51,2.75
8005,0.7,Ideal,F,VVS1,62.2,57.0,4458,5.7,5.74,3.56
8006,0.54,Ideal,F,VVS2,61.2,55.0,2333,5.27,5.25,3.22
8007,1.01,Ideal,F,SI2,62.7,57.0,3945,6.37,6.43,4.01
8008,0.33,Ideal,D,SI2,61.3,56.0,631,4.49,4.45,2.74
8009,1.03,Ideal,F,VVS2,62.5,56.0,9254,6.46,6.53,4.06
8010,1.0,Premium,G,VVS1,62.1,59.0,8008,6.29,6.4,3.94
8011,0.36,Very Good,D,VS1,62.8,55.0,793,4.52,4.55,2.85
8012,0.33,Ideal,H,VVS1,61.7,56.0,965,4.48,4.46,2.76
8013,1.99,Fair,H,VS2,60.5,63.0,17713,8.2,8.11,4.93
8014,1.0,Fair,G,SI1,66.1,62.0,3700,6.1,6.03,4.01
8015,0.39,Ideal,H,SI1,61.8,55.0,874,4.68,4.71,2.9
8016,1.71,Very Good,I,VS2,63.4,59.0,11389,7.53,7.45,4.75
8017,0.38,Ideal,G,SI1,62.4,57.0,855,4.65,4.62,2.89
8018,0.51,Premium,D,SI1,60.1,60.0,1569,5.15,5.17,3.1
8019,1.01,Fair,E,SI2,67.4,60.0,2797,6.19,6.05,4.13
8020,0.55,Good,F,SI1,64.3,57.9,1400,5.16,5.21,3.33
8021,0.7,Premium,F,SI1,61.9,58.0,2230,5.69,5.74,3.54
8022,0.75,Premium,F,SI2,60.5,58.0,2394,5.91,5.86,3.56
8023,2.09,Ideal,H,SI2,62.0,59.0,15589,8.15,8.2,5.07
8024,0.33,Premium,I,SI1,61.3,59.0,572,4.51,4.46,2.75
8025,1.02,Ideal,F,SI2,62.1,56.0,4238,6.44,6.41,3.99
8026,0.32,Ideal,H,VVS1,60.4,57.0,936,4.46,4.42,2.68
8027,1.12,Ideal,H,SI2,61.4,56.0,3763,6.69,6.66,4.1
8028,0.3,Ideal,E,VVS2,61.4,55.0,1125,4.36,4.34,2.67
8029,0.52,Premium,E,SI1,59.0,59.0,1303,5.3,5.21,3.1
8030,0.37,Very Good,H,VS1,59.8,59.0,695,4.66,4.7,2.8
8031,0.34,Ideal,E,SI1,61.7,56.0,765,4.52,4.49,2.78
8032,0.35,Ideal,G,IF,61.2,57.0,979,4.54,4.57,2.79
8033,0.5,Ideal,I,VVS2,61.2,56.0,1367,5.13,5.16,3.15
8034,1.25,Premium,I,SI2,60.1,60.0,4340,6.99,6.95,4.19
8035,0.77,Ideal,G,VS2,62.1,56.0,3114,5.85,5.88,3.64
8036,1.0,Premium,I,VS2,62.6,59.0,4155,6.33,6.28,3.95
8037,1.31,Ideal,F,VS1,62.1,55.0,12825,6.97,7.0,4.34
8038,1.51,Good,I,VS1,62.0,56.0,9569,7.23,7.29,4.5
8039,1.25,Ideal,H,SI1,62.2,57.0,6783,6.9,6.86,4.28
8040,1.01,Very Good,H,SI1,63.5,62.0,4513,6.36,6.24,4.0
8041,1.09,Premium,I,SI1,62.0,58.0,4090,6.6,6.56,4.08
8042,0.7,Premium,J,SI1,63.0,56.0,1827,5.66,5.61,3.55
8043,1.51,Very Good,F,VS2,62.8,56.0,14165,7.27,7.32,4.58
8044,0.72,Ideal,E,VS1,61.9,55.0,3283,5.74,5.77,3.56
8045,1.0,Premium,G,SI2,61.8,60.0,4284,6.37,6.34,3.93
8046,0.73,Premium,F,VS2,62.7,58.0,2801,5.76,5.7,3.59
8047,2.0,Fair,I,SI2,65.0,57.0,9610,8.01,7.96,5.19
8048,1.01,Good,G,VS2,63.6,60.0,5701,6.35,6.3,4.02
8049,2.02,Premium,H,SI2,61.5,58.0,17166,8.14,8.1,4.99
8050,0.74,Ideal,F,SI2,61.9,56.0,2623,5.81,5.85,3.61
8051,1.12,Ideal,H,SI2,63.6,56.0,5331,6.68,6.54,4.19
8052,0.33,Very Good,E,IF,61.8,55.0,957,4.47,4.52,2.78
8053,0.34,Premium,I,VS2,61.8,58.0,612,4.51,4.48,2.78
8054,0.4,Premium,D,SI2,61.9,58.0,855,4.73,4.71,2.92
8055,0.3,Premium,E,VS2,62.6,58.0,844,4.3,4.26,2.68
8056,0.28,Very Good,D,VVS1,60.6,58.0,642,4.23,4.25,2.57
8057,1.0,Very Good,F,SI1,61.4,60.0,4504,6.35,6.38,3.91
8058,0.33,Premium,H,IF,60.3,59.0,1114,4.49,4.47,2.7
8059,0.37,Premium,E,VS2,58.9,61.0,1041,4.68,4.66,2.75
8060,1.2,Very Good,J,VS1,63.6,59.0,5257,6.67,6.72,4.26
8061,0.36,Premium,F,VVS2,62.5,56.0,945,4.6,4.52,2.85
8062,1.12,Ideal,G,VS2,62.1,57.0,6209,6.6,6.63,4.11
8063,0.7,Ideal,F,VVS2,61.2,56.0,4114,5.73,5.78,3.52
8064,0.26,Ideal,H,IF,61.2,57.0,545,4.13,4.16,2.53
8065,0.5,Very Good,D,VS2,61.1,58.0,1565,5.09,5.18,3.14
8066,1.0,Very Good,I,SI1,63.1,58.0,4149,6.3,6.35,3.99
8067,0.33,Ideal,D,VS2,61.9,53.0,781,4.46,4.49,2.77
8068,1.27,Premium,J,VS2,62.2,58.0,4580,6.88,6.84,4.27
8069,1.5,Fair,H,SI2,66.0,64.0,5000,7.1,6.97,4.64
8070,0.3,Ideal,D,SI1,61.9,54.0,552,4.32,4.34,2.68
8071,0.31,Premium,E,VS2,60.5,60.0,544,4.34,4.39,2.64
8072,0.56,Very Good,G,VVS2,61.6,56.0,2010,5.29,5.31,3.27
8073,0.5,Ideal,F,VS2,62.0,56.0,1581,5.07,5.11,3.15
8074,2.02,Premium,I,SI1,62.5,59.0,16191,8.05,8.01,5.02
8075,0.32,Ideal,H,VS1,61.5,57.0,561,4.4,4.42,2.71
8076,1.07,Ideal,E,SI1,61.4,57.0,5537,6.59,6.53,4.03
8077,0.31,Good,H,VS1,63.2,57.0,544,4.29,4.32,2.72
8078,1.19,Ideal,J,SI1,62.0,56.0,4678,6.8,6.77,4.21
8079,1.52,Good,G,VS1,64.0,58.0,13903,7.22,7.18,4.61
8080,0.26,Ideal,E,VVS2,61.6,57.0,597,4.13,4.18,2.56
8081,0.34,Ideal,I,IF,61.6,54.0,695,4.5,4.53,2.78
8082,0.72,Ideal,E,SI1,62.2,58.0,3037,5.72,5.75,3.57
8083,0.41,Premium,E,SI2,62.9,58.0,876,4.77,4.74,2.99
8084,0.31,Ideal,I,VS1,61.8,56.0,507,4.38,4.39,2.71
8085,0.28,Very Good,D,VS1,62.4,56.0,514,4.15,4.18,2.6
8086,0.9,Ideal,J,VS1,62.4,56.0,3498,6.15,6.18,3.85
8087,0.38,Ideal,E,SI2,62.2,56.0,663,4.64,4.66,2.89
8088,0.4,Ideal,H,SI2,61.6,56.0,516,4.73,4.75,2.92
8089,1.7,Ideal,H,VS2,62.8,55.0,10333,7.61,7.54,4.76
8090,0.4,Good,J,VS1,63.5,56.0,589,4.69,4.7,2.98
8091,0.74,Fair,E,I1,58.2,65.0,1865,6.03,5.89,3.47
8092,0.36,Premium,H,VVS2,60.6,58.0,726,4.58,4.6,2.78
8093,1.56,Premium,H,VS1,62.0,57.0,11345,7.48,7.43,4.62
8094,0.56,Premium,G,SI1,62.4,58.0,1304,5.23,5.29,3.28
8095,0.41,Premium,I,VVS1,61.5,59.0,1107,4.81,4.75,2.94
8096,1.14,Ideal,G,VVS2,62.3,55.0,8743,6.64,6.72,4.18
8097,0.7,Ideal,H,SI1,62.5,55.0,2294,5.69,5.71,3.56
8098,0.4,Good,E,SI1,63.8,56.0,687,4.7,4.74,3.01
8099,1.02,Ideal,G,VS1,62.8,55.0,7574,6.45,6.41,4.04
8100,0.9,Very Good,E,SI1,62.9,55.0,3863,6.18,6.22,3.9
8101,1.11,Very Good,I,SI2,63.1,57.0,4075,6.59,6.54,4.14
8102,2.29,Premium,G,SI2,62.4,60.0,15366,8.41,8.36,5.23
8103,0.39,Premium,H,SI2,61.2,58.0,468,4.51,6.02,4.44
8104,0.52,Ideal,G,VVS2,61.0,56.0,1911,5.18,5.24,3.18
8105,0.32,Ideal,H,SI2,61.9,54.0,420,4.42,4.46,2.75
8106,1.02,Premium,F,SI2,62.7,59.0,4227,6.45,6.38,4.02
8107,0.7,Ideal,E,VS2,62.1,55.0,2952,5.71,5.75,3.56
8108,0.66,Very Good,F,SI2,61.6,54.0,1311,5.62,5.64,3.47
8109,1.01,Very Good,I,SI2,63.7,57.0,3998,6.32,6.36,4.04
8110,0.5,Ideal,H,SI2,62.3,53.0,964,5.1,5.14,3.19
8111,1.09,Very Good,G,IF,62.9,57.0,8650,6.52,6.58,4.12
8112,0.34,Ideal,G,VS2,62.5,57.0,765,4.5,4.46,2.8
8113,0.9,Good,H,VS2,63.6,58.0,3881,6.11,6.09,3.88
8114,0.35,Premium,D,VS2,61.9,58.0,829,4.51,4.6,2.82
8115,0.4,Ideal,G,VS2,60.5,57.0,1003,4.74,4.8,2.89
8116,0.5,Very Good,G,SI2,58.6,61.0,983,5.16,5.21,3.04
8117,0.92,Very Good,H,VS1,61.7,62.0,4228,6.2,6.12,3.8
8118,1.11,Very Good,H,SI2,61.5,59.0,4029,6.56,6.61,4.05
8119,0.31,Ideal,G,VVS1,61.3,60.0,710,4.33,4.38,2.67
8120,1.13,Ideal,F,VS2,61.8,54.0,7756,6.72,6.73,4.15
8121,1.0,Premium,G,SI2,62.5,59.0,3136,6.41,6.33,3.98
8122,1.06,Premium,F,SI2,62.6,59.0,3901,6.51,6.47,4.06
8123,0.4,Premium,G,VS2,60.4,58.0,966,4.78,4.75,2.88
8124,1.58,Ideal,I,SI1,62.3,55.0,9457,7.42,7.49,4.64
8125,0.25,Ideal,F,VVS1,60.9,57.0,575,4.06,4.09,2.48
8126,0.52,Ideal,E,SI2,60.9,56.0,1232,5.2,5.23,3.17
8127,0.23,Very Good,E,VVS1,61.3,60.0,530,3.95,4.01,2.44
8128,1.0,Good,H,VS1,62.1,64.0,4732,6.4,6.18,3.91
8129,0.43,Premium,G,VS2,61.1,59.0,1113,4.86,4.83,2.96
8130,0.53,Ideal,D,VS1,61.3,56.0,1952,5.21,5.23,3.2
8131,0.32,Premium,G,VS1,61.0,59.0,645,4.39,4.43,2.69
8132,0.78,Ideal,E,SI1,60.4,57.0,3671,5.95,6.0,3.61
8133,0.51,Very Good,F,VS2,60.6,60.0,1601,5.18,5.22,3.15
8134,2.01,Very Good,H,SI1,63.1,56.0,11825,8.05,8.0,5.06
8135,0.9,Very Good,E,SI1,62.6,61.0,4315,6.06,6.11,3.81
8136,1.01,Premium,H,SI2,62.5,58.0,3959,6.39,6.35,3.98
8137,0.73,Very Good,F,VS2,62.7,58.0,2939,5.73,5.75,3.6
8138,1.5,Ideal,H,VS1,62.4,56.0,12702,7.29,7.34,4.57
8139,1.3,Premium,F,VS1,62.0,58.0,11130,6.94,6.9,4.29
8140,0.46,Ideal,H,VVS1,62.3,54.0,1227,4.96,4.99,3.1
8141,1.13,Very Good,H,SI2,62.7,55.0,4661,6.61,6.69,4.17
8142,0.5,Very Good,F,SI2,63.1,60.0,1020,5.0,5.04,3.17
8143,0.29,Very Good,F,VVS2,62.7,58.0,664,4.22,4.26,2.66
8144,0.4,Ideal,E,VVS2,61.7,56.0,1238,4.77,4.73,2.93
8145,0.23,Very Good,E,VVS2,59.7,54.0,485,4.02,4.05,2.41
8146,0.3,Ideal,G,IF,62.0,54.0,863,4.33,4.35,2.69
8147,0.43,Very Good,J,VVS2,63.6,56.0,774,4.78,4.85,3.06
8148,1.54,Premium,G,SI2,61.6,58.0,7287,7.45,7.3,4.57
8149,0.91,Fair,H,SI2,61.3,67.0,2825,6.24,6.19,3.81
8150,0.37,Premium,E,SI1,60.6,54.0,833,4.68,4.63,2.82
8151,0.3,Premium,D,SI2,61.0,61.0,574,4.31,4.25,2.61
8152,0.38,Ideal,D,VS1,62.4,56.0,1170,4.68,4.64,2.91
8153,0.8,Ideal,I,VS1,61.9,54.1,2986,5.92,5.98,3.69
8154,0.33,Ideal,G,VS2,61.2,55.0,743,4.52,4.46,2.75
8155,0.92,Premium,H,VVS2,62.5,58.0,4637,6.25,6.16,3.88
8156,0.28,Very Good,E,VS1,62.8,60.0,434,4.16,4.21,2.63
8157,0.75,Premium,F,VVS2,62.4,57.0,3822,5.88,5.75,3.63
8158,0.33,Premium,E,SI1,60.2,58.0,743,4.55,4.49,2.72
8159,0.47,Ideal,F,VS2,60.7,56.1,1226,5.02,5.08,3.07
8160,1.04,Very Good,F,SI1,60.1,62.0,5290,6.54,6.6,3.95
8161,1.12,Premium,H,VS1,62.1,58.0,5845,6.6,6.64,4.11
8162,1.24,Ideal,E,VS2,62.9,56.0,9111,6.84,6.79,4.29
8163,0.42,Very Good,H,VVS1,63.9,56.0,1042,4.73,4.75,3.03
8164,0.51,Very Good,E,VS2,63.6,59.0,1577,4.99,5.07,3.2
8165,0.51,Ideal,D,SI1,62.6,57.0,1619,5.11,5.08,3.19
8166,0.58,Ideal,I,SI1,61.4,55.0,1193,5.37,5.42,3.31
8167,0.8,Very Good,F,SI2,61.5,56.0,2652,5.93,5.98,3.66
8168,0.61,Very Good,G,VS2,62.0,57.0,1861,5.44,5.47,3.38
8169,0.5,Ideal,G,VS1,62.0,54.0,1569,5.11,5.15,3.18
8170,0.5,Ideal,D,SI1,61.9,57.0,1654,5.08,5.06,3.14
8171,1.33,Very Good,I,VS2,62.5,61.0,6203,6.99,7.02,4.38
8172,2.2,Ideal,I,SI1,61.7,55.0,18059,8.41,8.37,5.18
8173,0.3,Premium,E,VS2,62.9,58.0,844,4.27,4.22,2.67
8174,0.54,Good,H,VVS2,60.9,57.2,1883,5.22,5.26,3.19
8175,0.4,Ideal,J,VS1,62.2,54.0,633,4.72,4.76,2.95
8176,0.3,Ideal,G,IF,62.6,56.0,794,4.29,4.32,2.69
8177,1.5,Fair,H,I1,68.9,56.0,5292,7.0,6.9,4.79
8178,0.43,Very Good,D,SI2,63.1,59.0,858,4.81,4.8,3.03
8179,0.3,Ideal,H,VS2,60.7,57.0,473,4.33,4.37,2.64
8180,1.68,Ideal,G,VS1,62.0,55.0,16985,7.59,7.66,4.73
8181,0.76,Ideal,F,VVS2,60.9,57.0,3716,5.89,5.96,3.61
8182,0.7,Ideal,D,VS1,62.5,57.0,3361,5.65,5.68,3.54
8183,0.7,Ideal,D,VS1,62.8,53.4,3618,5.64,5.68,3.55
8184,1.32,Ideal,I,SI1,62.0,57.0,7162,6.99,7.04,4.35
8185,0.51,Premium,E,SI2,60.7,56.0,1211,5.21,5.17,3.15
8186,0.6,Ideal,H,VVS2,62.2,55.0,1931,5.38,5.43,3.36
8187,1.34,Good,H,VS2,59.1,60.0,8109,7.15,7.19,4.24
8188,0.42,Ideal,D,VS1,61.4,55.0,1075,4.9,4.8,2.98
8189,1.5,Very Good,G,VS2,60.5,57.0,12014,7.39,7.43,4.48
8190,0.58,Ideal,F,VVS2,61.8,56.0,2395,5.36,5.39,3.32
8191,0.9,Good,F,SI1,57.6,60.0,3950,6.34,6.37,3.66
8192,1.25,Ideal,G,VVS2,62.0,59.0,11089,6.88,6.96,4.29
8193,0.96,Ideal,I,VS2,59.8,57.0,3462,6.42,6.39,3.83
8194,1.29,Ideal,G,VS2,62.5,57.0,8582,6.89,6.92,4.35
8195,1.03,Ideal,F,SI1,62.6,57.0,5366,6.42,6.46,4.03
8196,0.41,Ideal,E,VVS2,60.9,56.0,1243,4.81,4.75,2.91
8197,0.7,Fair,H,VS1,64.9,56.0,2152,5.68,5.56,3.65
8198,1.0,Good,D,SI2,57.8,58.0,4295,6.61,6.55,3.8
8199,1.2,Ideal,H,VS1,60.8,58.0,7473,6.85,6.91,4.18
8200,0.41,Ideal,G,VS1,61.6,57.0,899,4.74,4.77,2.93
8201,0.81,Ideal,E,SI2,61.4,57.0,2673,6.0,5.97,3.68
8202,2.45,Ideal,J,VS2,60.4,56.0,18113,8.72,8.81,5.3
8203,0.23,Very Good,G,VVS1,61.5,56.0,484,3.92,3.96,2.42
8204,0.4,Ideal,H,SI2,62.2,55.0,540,4.75,4.77,2.96
8205,0.31,Ideal,E,VS1,60.7,57.0,733,4.37,4.4,2.66
8206,1.51,Very Good,I,IF,62.2,62.0,12291,7.3,7.33,4.55
8207,0.3,Very Good,H,SI1,62.5,57.0,432,4.25,4.29,2.67
8208,1.53,Very Good,G,SI1,62.5,56.0,9971,7.32,7.36,4.59
8209,0.75,Fair,F,SI2,65.1,57.0,2102,5.7,5.66,3.7
8210,1.2,Very Good,F,VS1,62.6,59.0,8983,6.64,6.71,4.18
8211,1.36,Premium,I,VS2,59.3,58.0,6017,7.21,7.18,4.27
8212,0.34,Premium,I,VS2,61.8,58.0,477,4.48,4.51,2.78
8213,0.83,Premium,G,SI1,61.6,59.0,2975,6.02,5.99,3.7
8214,0.38,Ideal,F,VS1,62.1,55.0,1131,4.66,4.63,2.89
8215,0.4,Ideal,F,VS1,61.1,56.0,1050,4.78,4.75,2.91
8216,0.4,Premium,E,SI1,62.8,59.0,907,4.7,4.67,2.94
8217,0.43,Very Good,H,SI2,60.4,56.0,937,4.9,4.93,2.97
8218,0.41,Premium,D,SI1,61.0,59.0,791,4.76,4.78,2.91
8219,0.54,Ideal,D,VS2,61.1,57.0,1993,5.25,5.22,3.2
8220,1.25,Ideal,G,SI2,61.1,55.0,6371,6.95,6.99,4.26
8221,0.54,Good,D,VS2,60.9,60.0,1644,5.28,5.36,3.24
8222,0.33,Ideal,F,VVS1,61.8,57.0,1021,4.46,4.44,2.75
8223,1.51,Good,E,SI2,64.3,58.0,7314,7.24,7.15,4.62
8224,0.71,Good,D,SI1,56.8,62.0,2450,5.93,5.89,3.37
8225,1.52,Premium,H,SI1,62.0,60.0,7559,7.36,7.28,4.54
8226,0.54,Ideal,H,SI2,61.2,56.0,1208,5.27,5.24,3.21
8227,1.43,Ideal,G,SI1,62.8,57.0,8599,7.17,7.12,4.49
8228,1.01,Ideal,F,SI1,62.7,54.0,6039,6.38,6.44,4.02
8229,0.56,Very Good,E,SI1,60.2,57.0,1440,5.36,5.4,3.24
8230,0.44,Very Good,F,SI1,62.8,59.0,829,4.88,4.91,3.07
8231,0.57,Very Good,I,SI1,61.8,57.0,1173,5.31,5.34,3.29
8232,1.0,Very Good,G,VS2,63.0,58.0,5940,6.33,6.4,4.01
8233,1.01,Very Good,F,SI2,60.0,55.0,4425,6.56,6.53,3.93
8234,1.36,Ideal,G,VVS2,61.1,57.0,11956,7.2,7.14,4.38
8235,1.27,Good,J,SI2,66.0,59.0,4542,6.71,6.75,4.44
8236,1.0,Very Good,I,VS1,61.1,59.9,5009,6.37,6.41,3.9
8237,0.31,Ideal,H,VS1,61.6,54.8,557,4.35,4.37,2.69
8238,1.01,Good,H,SI1,63.7,56.0,4610,6.34,6.33,4.08
8239,1.25,Ideal,G,VVS1,61.3,56.0,10996,6.95,6.98,4.28
8240,0.31,Premium,H,VVS2,62.4,59.0,802,4.35,4.31,2.7
8241,0.72,Very Good,E,VVS1,61.2,57.0,4847,5.73,5.78,3.53
8242,0.72,Ideal,E,VS2,60.8,56.0,3601,5.78,5.82,3.53
8243,0.32,Premium,J,VS2,61.9,59.0,504,4.38,4.35,2.7
8244,1.57,Premium,I,VS2,62.6,58.0,9847,7.4,7.36,4.62
8245,1.5,Ideal,I,VS2,62.4,54.1,9730,7.3,7.35,4.57
8246,1.04,Ideal,D,VVS2,60.9,57.0,11511,6.54,6.6,4.0
8247,0.31,Good,E,SI1,63.4,55.0,544,4.32,4.33,2.74
8248,0.5,Very Good,G,VS1,59.4,60.0,1624,5.13,5.17,3.06
8249,1.52,Good,E,I1,57.3,58.0,3105,7.53,7.42,4.28
8250,1.61,Premium,J,IF,62.1,58.0,10350,7.53,7.47,4.66
8251,0.31,Premium,J,SI1,62.7,59.0,465,4.32,4.29,2.7
8252,0.54,Premium,G,VS2,58.7,62.0,1637,5.36,5.34,3.14
8253,0.57,Ideal,G,VS1,60.6,57.0,1815,5.38,5.41,3.27
8254,0.7,Very Good,G,SI1,62.2,58.0,2095,5.63,5.66,3.51
8255,0.33,Premium,E,VS2,60.7,58.0,723,4.47,4.49,2.72
8256,0.46,Good,F,IF,57.5,58.0,1806,5.12,5.18,2.96
8257,0.8,Ideal,F,VS2,61.4,56.0,4816,5.99,6.0,3.68
8258,1.12,Ideal,J,VS2,62.9,57.0,3638,6.55,6.52,4.11
8259,0.3,Premium,D,VS1,61.9,58.0,712,4.28,4.32,2.66
8260,0.77,Ideal,E,SI2,62.4,56.0,2677,5.83,5.86,3.65
8261,0.78,Premium,E,VS1,62.5,57.0,3444,5.94,5.9,3.7
8262,0.42,Very Good,D,VVS1,61.4,55.0,1197,4.82,4.86,2.97
8263,0.7,Ideal,E,VS2,61.1,56.0,3176,5.73,5.76,3.51
8264,1.33,Ideal,H,VS2,59.5,57.0,8385,7.18,7.23,4.29
8265,0.3,Ideal,E,VVS2,62.0,55.0,743,4.3,4.34,2.68
8266,0.31,Premium,G,VVS1,59.5,60.0,816,4.39,4.41,2.62
8267,0.5,Good,E,VVS2,64.8,58.0,1917,4.97,5.0,3.23
8268,1.24,Very Good,F,VVS2,63.6,56.0,11268,6.75,6.8,4.31
8269,1.25,Ideal,E,VVS2,60.9,60.0,13006,6.93,6.97,4.23
8270,0.7,Very Good,E,VS1,62.7,60.0,2671,5.59,5.64,3.52
8271,0.57,Ideal,E,VVS2,60.6,56.2,2719,5.36,5.4,3.26
8272,1.6,Ideal,H,SI2,62.1,56.0,9444,7.51,7.43,4.64
8273,0.35,Ideal,H,IF,60.9,57.0,1028,4.58,4.6,2.8
8274,0.39,Very Good,J,VS1,61.0,62.0,616,4.66,4.71,2.86
8275,0.34,Premium,E,VS2,61.1,60.0,745,4.45,4.48,2.73
8276,1.0,Premium,G,VS1,59.7,59.0,7164,6.57,6.5,3.9
8277,0.38,Ideal,I,VVS2,63.4,53.0,809,4.61,4.63,2.93
8278,0.39,Ideal,F,VS1,62.2,56.0,958,4.63,4.7,2.9
8279,0.3,Ideal,F,IF,62.1,54.0,886,4.32,4.35,2.69
8280,0.75,Fair,F,VS1,55.8,70.0,2859,6.09,5.98,3.37
8281,1.14,Ideal,G,VS2,61.5,57.0,7171,6.72,6.68,4.12
8282,0.71,Ideal,G,VVS2,61.5,56.0,3504,5.74,5.69,3.52
8283,1.01,Good,G,VVS2,63.2,59.0,7528,6.34,6.38,4.02
8284,0.34,Ideal,I,SI1,62.3,55.0,589,4.47,4.42,2.77
8285,0.42,Ideal,H,IF,61.6,56.0,1126,4.84,4.87,2.99
8286,0.31,Very Good,G,VS2,58.8,62.0,471,4.4,4.41,2.59
8287,1.02,Very Good,H,SI2,62.6,60.0,4229,6.3,6.38,3.97
8288,0.35,Ideal,E,VVS1,60.7,57.0,1044,4.53,4.57,2.76
8289,0.3,Ideal,D,VS2,61.4,54.0,710,4.33,4.34,2.66
8290,0.51,Very Good,I,SI1,63.5,55.0,1068,5.07,5.11,3.23
8291,0.31,Premium,F,VS2,62.4,58.0,625,4.31,4.34,2.7
8292,1.51,Good,I,SI1,63.8,59.0,6266,7.27,7.21,4.62
8293,0.77,Ideal,F,VS1,62.1,57.0,3387,5.88,5.84,3.64
8294,0.4,Very Good,D,VS1,63.1,55.0,967,4.7,4.74,2.98
8295,0.31,Ideal,F,VS1,61.0,56.0,642,4.38,4.4,2.68
8296,1.66,Ideal,I,VS1,61.0,55.0,10691,7.67,7.64,4.67
8297,0.41,Ideal,G,VS2,59.8,57.0,1061,4.85,4.81,2.89
8298,0.41,Ideal,I,VS2,62.0,57.0,742,4.74,4.77,2.95
8299,0.76,Very Good,J,VS2,59.9,59.0,1949,5.92,5.94,3.55
8300,0.28,Ideal,F,VVS2,61.6,55.0,612,4.22,4.26,2.61
8301,1.21,Ideal,G,VS1,61.4,56.0,8824,6.84,6.9,4.22
8302,0.3,Ideal,D,VVS2,62.4,54.0,814,4.3,4.32,2.69
8303,2.01,Very Good,H,SI2,63.0,59.0,15773,7.9,7.93,4.99
8304,0.51,Premium,D,VS2,62.0,60.0,1716,5.07,5.12,3.16
8305,0.37,Premium,E,VS2,61.8,59.0,1041,4.6,4.56,2.83
8306,0.91,Premium,E,SI1,60.5,61.0,4138,6.23,6.19,3.76
8307,0.7,Very Good,G,SI1,62.5,60.0,2042,5.64,5.68,3.54
8308,0.53,Ideal,D,VVS2,61.6,56.0,3346,5.21,5.24,3.22
8309,1.51,Premium,I,VVS2,61.1,60.0,10623,7.33,7.36,4.49
8310,0.94,Ideal,F,I1,61.5,55.0,2594,6.37,6.34,3.91
8311,1.0,Premium,F,VVS2,60.6,54.0,8924,6.56,6.52,3.96
8312,1.05,Ideal,G,IF,62.5,56.0,9012,6.52,6.48,4.06
8313,1.05,Premium,E,SI2,61.5,59.0,4139,6.52,6.58,4.03
8314,1.0,Fair,H,SI2,67.7,60.0,2875,6.11,5.98,4.09
8315,0.7,Very Good,E,VS1,62.2,55.0,3154,5.65,5.67,3.52
8316,0.73,Good,I,SI2,63.7,57.0,1610,5.76,5.67,3.63
8317,0.37,Ideal,E,VVS2,62.5,53.0,896,4.59,4.63,2.88
8318,2.01,Premium,H,SI1,60.2,58.0,14502,8.06,8.03,4.84
8319,0.51,Ideal,G,VVS2,61.6,56.0,1842,5.14,5.12,3.16
8320,0.31,Ideal,H,VS2,61.5,56.0,507,4.38,4.4,2.7
8321,0.33,Ideal,E,SI1,61.9,56.0,702,4.46,4.49,2.77
8322,1.01,Premium,I,SI1,61.6,58.0,3944,6.45,6.51,3.99
8323,0.55,Ideal,E,VS2,60.3,57.0,1715,5.3,5.28,3.19
8324,0.8,Ideal,F,SI2,62.0,57.0,2495,5.96,5.98,3.7
8325,0.71,Ideal,I,VS2,61.5,55.0,2878,5.76,5.78,3.55
8326,1.26,Premium,I,VS2,61.0,59.0,5983,6.97,6.91,4.23
8327,0.56,Ideal,F,SI2,61.8,57.0,1103,5.28,5.33,3.28
8328,1.21,Ideal,F,IF,62.8,56.0,15497,6.75,6.84,4.27
8329,0.7,Very Good,E,SI1,61.7,62.0,2569,5.64,5.68,3.49
8330,0.42,Ideal,G,VVS1,61.6,55.0,1179,4.81,4.87,2.98
8331,0.7,Very Good,D,SI1,64.0,53.0,2242,5.57,5.61,3.58
8332,1.02,Good,H,SI2,58.6,64.0,3427,6.32,6.26,3.68
8333,0.53,Very Good,F,SI1,62.9,57.0,1268,5.15,5.18,3.25
8334,0.34,Ideal,E,SI1,61.2,57.0,637,4.48,4.51,2.75
8335,0.56,Ideal,E,VS2,62.8,57.0,1699,5.21,5.23,3.28
8336,0.7,Very Good,F,VS1,61.8,59.0,2895,5.66,5.76,3.53
8337,1.55,Ideal,I,VVS2,61.3,59.0,11430,7.41,7.46,4.56
